date,station_complex,station_complex_id,borough,station_entries
12/31/23,1 Av (L),119,Manhattan,266
12/30/23,1 Av (L),119,Manhattan,13069
12/29/23,1 Av (L),119,Manhattan,13913
12/28/23,1 Av (L),119,Manhattan,12617
12/27/23,1 Av (L),119,Manhattan,11462
12/26/23,1 Av (L),119,Manhattan,9088
12/25/23,1 Av (L),119,Manhattan,4262
12/23/23,1 Av (L),119,Manhattan,9781
12/22/23,1 Av (L),119,Manhattan,14863
12/21/23,1 Av (L),119,Manhattan,16387
12/20/23,1 Av (L),119,Manhattan,16499
12/19/23,1 Av (L),119,Manhattan,17335
12/18/23,1 Av (L),119,Manhattan,15060
12/17/23,1 Av (L),119,Manhattan,12602
12/16/23,1 Av (L),119,Manhattan,17772
12/15/23,1 Av (L),119,Manhattan,18094
12/14/23,1 Av (L),119,Manhattan,19432
12/13/23,1 Av (L),119,Manhattan,18667
12/12/23,1 Av (L),119,Manhattan,18417
12/11/23,1 Av (L),119,Manhattan,16480
12/10/23,1 Av (L),119,Manhattan,11939
12/9/23,1 Av (L),119,Manhattan,19076
12/8/23,1 Av (L),119,Manhattan,19981
12/6/23,1 Av (L),119,Manhattan,19264
12/5/23,1 Av (L),119,Manhattan,18939
12/4/23,1 Av (L),119,Manhattan,16490
12/3/23,1 Av (L),119,Manhattan,12240
12/2/23,1 Av (L),119,Manhattan,18417
12/1/23,1 Av (L),119,Manhattan,19424
11/24/23,1 Av (L),119,Manhattan,6089
11/7/23,1 Av (L),119,Manhattan,19764
12/31/23,103 St (1),309,Manhattan,59
12/30/23,103 St (1),309,Manhattan,6165
12/29/23,103 St (1),309,Manhattan,7181
12/28/23,103 St (1),309,Manhattan,7018
12/27/23,103 St (1),309,Manhattan,6671
12/26/23,103 St (1),309,Manhattan,5983
12/25/23,103 St (1),309,Manhattan,3601
12/23/23,103 St (1),309,Manhattan,5901
12/22/23,103 St (1),309,Manhattan,8487
12/21/23,103 St (1),309,Manhattan,9128
12/20/23,103 St (1),309,Manhattan,9391
12/19/23,103 St (1),309,Manhattan,9362
12/18/23,103 St (1),309,Manhattan,8306
12/17/23,103 St (1),309,Manhattan,5538
12/16/23,103 St (1),309,Manhattan,7498
12/15/23,103 St (1),309,Manhattan,9676
12/14/23,103 St (1),309,Manhattan,9839
12/13/23,103 St (1),309,Manhattan,9895
12/12/23,103 St (1),309,Manhattan,9784
12/11/23,103 St (1),309,Manhattan,9093
12/10/23,103 St (1),309,Manhattan,5686
12/9/23,103 St (1),309,Manhattan,8100
12/8/23,103 St (1),309,Manhattan,10014
12/6/23,103 St (1),309,Manhattan,9892
12/5/23,103 St (1),309,Manhattan,9560
12/4/23,103 St (1),309,Manhattan,8787
12/3/23,103 St (1),309,Manhattan,6118
12/2/23,103 St (1),309,Manhattan,8061
12/1/23,103 St (1),309,Manhattan,9654
11/24/23,103 St (1),309,Manhattan,4658
11/7/23,103 St (1),309,Manhattan,10219
12/31/23,103 St (6),395,Manhattan,29
12/30/23,103 St (6),395,Manhattan,4364
12/29/23,103 St (6),395,Manhattan,6283
12/28/23,103 St (6),395,Manhattan,6368
12/27/23,103 St (6),395,Manhattan,5963
12/26/23,103 St (6),395,Manhattan,5288
12/25/23,103 St (6),395,Manhattan,2459
12/23/23,103 St (6),395,Manhattan,4209
12/22/23,103 St (6),395,Manhattan,7420
12/21/23,103 St (6),395,Manhattan,8133
12/20/23,103 St (6),395,Manhattan,8275
12/19/23,103 St (6),395,Manhattan,8649
12/18/23,103 St (6),395,Manhattan,7523
12/17/23,103 St (6),395,Manhattan,3469
12/16/23,103 St (6),395,Manhattan,5241
12/15/23,103 St (6),395,Manhattan,8931
12/14/23,103 St (6),395,Manhattan,9316
12/13/23,103 St (6),395,Manhattan,9005
12/12/23,103 St (6),395,Manhattan,9118
12/11/23,103 St (6),395,Manhattan,8549
12/10/23,103 St (6),395,Manhattan,3442
12/9/23,103 St (6),395,Manhattan,5667
12/8/23,103 St (6),395,Manhattan,8747
12/6/23,103 St (6),395,Manhattan,9148
12/5/23,103 St (6),395,Manhattan,9146
12/4/23,103 St (6),395,Manhattan,8927
12/3/23,103 St (6),395,Manhattan,3514
12/2/23,103 St (6),395,Manhattan,5089
12/1/23,103 St (6),395,Manhattan,8696
11/24/23,103 St (6),395,Manhattan,3221
11/7/23,103 St (6),395,Manhattan,9178
12/31/23,"103 St (C,B)",156,Manhattan,10
12/30/23,"103 St (C,B)",156,Manhattan,1850
12/29/23,"103 St (C,B)",156,Manhattan,2525
12/28/23,"103 St (C,B)",156,Manhattan,2390
12/27/23,"103 St (C,B)",156,Manhattan,2273
12/26/23,"103 St (C,B)",156,Manhattan,2043
12/25/23,"103 St (C,B)",156,Manhattan,1193
12/23/23,"103 St (C,B)",156,Manhattan,1774
12/22/23,"103 St (C,B)",156,Manhattan,2755
12/21/23,"103 St (C,B)",156,Manhattan,3084
12/20/23,"103 St (C,B)",156,Manhattan,3095
12/19/23,"103 St (C,B)",156,Manhattan,3201
12/18/23,"103 St (C,B)",156,Manhattan,2839
12/17/23,"103 St (C,B)",156,Manhattan,1818
12/16/23,"103 St (C,B)",156,Manhattan,2425
12/15/23,"103 St (C,B)",156,Manhattan,3260
12/14/23,"103 St (C,B)",156,Manhattan,3336
12/13/23,"103 St (C,B)",156,Manhattan,3212
12/12/23,"103 St (C,B)",156,Manhattan,3342
12/11/23,"103 St (C,B)",156,Manhattan,3032
12/10/23,"103 St (C,B)",156,Manhattan,915
12/9/23,"103 St (C,B)",156,Manhattan,1863
12/8/23,"103 St (C,B)",156,Manhattan,3497
12/6/23,"103 St (C,B)",156,Manhattan,3356
12/5/23,"103 St (C,B)",156,Manhattan,3383
12/4/23,"103 St (C,B)",156,Manhattan,3086
12/3/23,"103 St (C,B)",156,Manhattan,1388
12/2/23,"103 St (C,B)",156,Manhattan,1846
12/1/23,"103 St (C,B)",156,Manhattan,3346
11/24/23,"103 St (C,B)",156,Manhattan,1459
11/7/23,"103 St (C,B)",156,Manhattan,3409
12/31/23,103 St-Corona Plaza (7),450,Queens,76
12/30/23,103 St-Corona Plaza (7),450,Queens,12758
12/29/23,103 St-Corona Plaza (7),450,Queens,19780
12/28/23,103 St-Corona Plaza (7),450,Queens,19797
12/27/23,103 St-Corona Plaza (7),450,Queens,19541
12/26/23,103 St-Corona Plaza (7),450,Queens,17356
12/25/23,103 St-Corona Plaza (7),450,Queens,8183
12/23/23,103 St-Corona Plaza (7),450,Queens,12882
12/22/23,103 St-Corona Plaza (7),450,Queens,23558
12/21/23,103 St-Corona Plaza (7),450,Queens,22869
12/20/23,103 St-Corona Plaza (7),450,Queens,22930
12/19/23,103 St-Corona Plaza (7),450,Queens,22376
12/18/23,103 St-Corona Plaza (7),450,Queens,21052
12/17/23,103 St-Corona Plaza (7),450,Queens,6106
12/16/23,103 St-Corona Plaza (7),450,Queens,8406
12/15/23,103 St-Corona Plaza (7),450,Queens,18025
12/14/23,103 St-Corona Plaza (7),450,Queens,23861
12/13/23,103 St-Corona Plaza (7),450,Queens,23144
12/12/23,103 St-Corona Plaza (7),450,Queens,23623
12/11/23,103 St-Corona Plaza (7),450,Queens,23627
12/10/23,103 St-Corona Plaza (7),450,Queens,5919
12/9/23,103 St-Corona Plaza (7),450,Queens,8670
12/8/23,103 St-Corona Plaza (7),450,Queens,23416
12/6/23,103 St-Corona Plaza (7),450,Queens,23420
12/5/23,103 St-Corona Plaza (7),450,Queens,23405
12/4/23,103 St-Corona Plaza (7),450,Queens,23540
12/3/23,103 St-Corona Plaza (7),450,Queens,6314
12/2/23,103 St-Corona Plaza (7),450,Queens,9228
12/1/23,103 St-Corona Plaza (7),450,Queens,22639
11/24/23,103 St-Corona Plaza (7),450,Queens,10447
11/7/23,103 St-Corona Plaza (7),450,Queens,23731
12/30/23,104 St (A),193,Queens,545
12/29/23,104 St (A),193,Queens,993
12/28/23,104 St (A),193,Queens,978
12/27/23,104 St (A),193,Queens,971
12/26/23,104 St (A),193,Queens,862
12/25/23,104 St (A),193,Queens,370
12/23/23,104 St (A),193,Queens,531
12/22/23,104 St (A),193,Queens,1141
12/21/23,104 St (A),193,Queens,1277
12/20/23,104 St (A),193,Queens,1245
12/19/23,104 St (A),193,Queens,1328
12/18/23,104 St (A),193,Queens,1168
12/17/23,104 St (A),193,Queens,417
12/16/23,104 St (A),193,Queens,687
12/15/23,104 St (A),193,Queens,1257
12/14/23,104 St (A),193,Queens,1366
12/13/23,104 St (A),193,Queens,1275
12/12/23,104 St (A),193,Queens,1373
12/11/23,104 St (A),193,Queens,1296
12/10/23,104 St (A),193,Queens,458
12/9/23,104 St (A),193,Queens,756
12/8/23,104 St (A),193,Queens,1194
12/6/23,104 St (A),193,Queens,1333
12/5/23,104 St (A),193,Queens,1427
12/4/23,104 St (A),193,Queens,1277
12/3/23,104 St (A),193,Queens,276
12/2/23,104 St (A),193,Queens,527
12/1/23,104 St (A),193,Queens,1241
11/24/23,104 St (A),193,Queens,442
11/7/23,104 St (A),193,Queens,1331
12/31/23,"104 St (J,Z)",82,Queens,8
12/30/23,"104 St (J,Z)",82,Queens,1163
12/29/23,"104 St (J,Z)",82,Queens,1852
12/28/23,"104 St (J,Z)",82,Queens,1755
12/27/23,"104 St (J,Z)",82,Queens,1782
12/26/23,"104 St (J,Z)",82,Queens,1736
12/25/23,"104 St (J,Z)",82,Queens,743
12/23/23,"104 St (J,Z)",82,Queens,1108
12/22/23,"104 St (J,Z)",82,Queens,2065
12/21/23,"104 St (J,Z)",82,Queens,2380
12/20/23,"104 St (J,Z)",82,Queens,2358
12/19/23,"104 St (J,Z)",82,Queens,2364
12/18/23,"104 St (J,Z)",82,Queens,1666
12/16/23,"104 St (J,Z)",82,Queens,2
12/15/23,"104 St (J,Z)",82,Queens,2314
12/14/23,"104 St (J,Z)",82,Queens,2395
12/13/23,"104 St (J,Z)",82,Queens,2441
12/12/23,"104 St (J,Z)",82,Queens,2383
12/11/23,"104 St (J,Z)",82,Queens,2245
12/10/23,"104 St (J,Z)",82,Queens,2
12/9/23,"104 St (J,Z)",82,Queens,1
12/8/23,"104 St (J,Z)",82,Queens,2376
12/6/23,"104 St (J,Z)",82,Queens,2495
12/5/23,"104 St (J,Z)",82,Queens,2427
12/4/23,"104 St (J,Z)",82,Queens,2315
12/3/23,"104 St (J,Z)",82,Queens,4
12/2/23,"104 St (J,Z)",82,Queens,2
12/1/23,"104 St (J,Z)",82,Queens,2204
11/24/23,"104 St (J,Z)",82,Queens,900
11/7/23,"104 St (J,Z)",82,Queens,2475
12/31/23,110 St (6),394,Manhattan,33
12/30/23,110 St (6),394,Manhattan,3634
12/29/23,110 St (6),394,Manhattan,5167
12/28/23,110 St (6),394,Manhattan,4692
12/27/23,110 St (6),394,Manhattan,4456
12/26/23,110 St (6),394,Manhattan,4089
12/25/23,110 St (6),394,Manhattan,1933
12/23/23,110 St (6),394,Manhattan,3611
12/22/23,110 St (6),394,Manhattan,6059
12/21/23,110 St (6),394,Manhattan,6195
12/20/23,110 St (6),394,Manhattan,6204
12/19/23,110 St (6),394,Manhattan,6140
12/18/23,110 St (6),394,Manhattan,5811
12/17/23,110 St (6),394,Manhattan,2947
12/16/23,110 St (6),394,Manhattan,4278
12/15/23,110 St (6),394,Manhattan,6827
12/14/23,110 St (6),394,Manhattan,6950
12/13/23,110 St (6),394,Manhattan,6943
12/12/23,110 St (6),394,Manhattan,6742
12/11/23,110 St (6),394,Manhattan,6142
12/10/23,110 St (6),394,Manhattan,2902
12/9/23,110 St (6),394,Manhattan,4294
12/8/23,110 St (6),394,Manhattan,6818
12/6/23,110 St (6),394,Manhattan,6731
12/5/23,110 St (6),394,Manhattan,6643
12/4/23,110 St (6),394,Manhattan,6530
12/3/23,110 St (6),394,Manhattan,2973
12/2/23,110 St (6),394,Manhattan,4256
12/1/23,110 St (6),394,Manhattan,6791
11/24/23,110 St (6),394,Manhattan,2725
11/7/23,110 St (6),394,Manhattan,6812
12/31/23,111 St (7),449,Queens,21
12/30/23,111 St (7),449,Queens,3043
12/29/23,111 St (7),449,Queens,3826
12/28/23,111 St (7),449,Queens,3716
12/27/23,111 St (7),449,Queens,3690
12/26/23,111 St (7),449,Queens,3470
12/25/23,111 St (7),449,Queens,1811
12/23/23,111 St (7),449,Queens,3312
12/22/23,111 St (7),449,Queens,4045
12/21/23,111 St (7),449,Queens,4287
12/20/23,111 St (7),449,Queens,4363
12/19/23,111 St (7),449,Queens,4419
12/18/23,111 St (7),449,Queens,4084
12/17/23,111 St (7),449,Queens,3284
12/16/23,111 St (7),449,Queens,3704
12/15/23,111 St (7),449,Queens,3561
12/14/23,111 St (7),449,Queens,4361
12/13/23,111 St (7),449,Queens,4528
12/12/23,111 St (7),449,Queens,4529
12/11/23,111 St (7),449,Queens,4140
12/10/23,111 St (7),449,Queens,3045
12/9/23,111 St (7),449,Queens,3936
12/8/23,111 St (7),449,Queens,4862
12/6/23,111 St (7),449,Queens,4565
12/5/23,111 St (7),449,Queens,4664
12/4/23,111 St (7),449,Queens,4689
12/3/23,111 St (7),449,Queens,2942
12/2/23,111 St (7),449,Queens,3731
12/1/23,111 St (7),449,Queens,4383
11/24/23,111 St (7),449,Queens,2531
11/7/23,111 St (7),449,Queens,4849
12/31/23,111 St (A),194,Queens,2
12/30/23,111 St (A),194,Queens,745
12/29/23,111 St (A),194,Queens,1345
12/28/23,111 St (A),194,Queens,1266
12/27/23,111 St (A),194,Queens,1292
12/26/23,111 St (A),194,Queens,1271
12/25/23,111 St (A),194,Queens,416
12/23/23,111 St (A),194,Queens,800
12/22/23,111 St (A),194,Queens,1622
12/21/23,111 St (A),194,Queens,1858
12/20/23,111 St (A),194,Queens,1829
12/19/23,111 St (A),194,Queens,1936
12/18/23,111 St (A),194,Queens,1666
12/17/23,111 St (A),194,Queens,585
12/16/23,111 St (A),194,Queens,900
12/15/23,111 St (A),194,Queens,1784
12/14/23,111 St (A),194,Queens,1953
12/13/23,111 St (A),194,Queens,1951
12/12/23,111 St (A),194,Queens,1901
12/11/23,111 St (A),194,Queens,1763
12/10/23,111 St (A),194,Queens,537
12/9/23,111 St (A),194,Queens,929
12/8/23,111 St (A),194,Queens,1736
12/6/23,111 St (A),194,Queens,1959
12/5/23,111 St (A),194,Queens,1918
12/4/23,111 St (A),194,Queens,1859
12/3/23,111 St (A),194,Queens,366
12/2/23,111 St (A),194,Queens,653
12/1/23,111 St (A),194,Queens,1766
11/24/23,111 St (A),194,Queens,572
11/7/23,111 St (A),194,Queens,1979
12/31/23,111 St (J),81,Queens,2
12/30/23,111 St (J),81,Queens,844
12/29/23,111 St (J),81,Queens,1362
12/28/23,111 St (J),81,Queens,1311
12/27/23,111 St (J),81,Queens,1324
12/26/23,111 St (J),81,Queens,1216
12/25/23,111 St (J),81,Queens,477
12/23/23,111 St (J),81,Queens,805
12/22/23,111 St (J),81,Queens,1610
12/21/23,111 St (J),81,Queens,1716
12/20/23,111 St (J),81,Queens,1792
12/19/23,111 St (J),81,Queens,1683
12/18/23,111 St (J),81,Queens,1152
12/17/23,111 St (J),81,Queens,1
12/15/23,111 St (J),81,Queens,1804
12/14/23,111 St (J),81,Queens,1778
12/13/23,111 St (J),81,Queens,1746
12/12/23,111 St (J),81,Queens,1739
12/11/23,111 St (J),81,Queens,1636
12/10/23,111 St (J),81,Queens,3
12/9/23,111 St (J),81,Queens,1
12/8/23,111 St (J),81,Queens,1848
12/6/23,111 St (J),81,Queens,1798
12/5/23,111 St (J),81,Queens,1842
12/4/23,111 St (J),81,Queens,1833
12/3/23,111 St (J),81,Queens,2
12/2/23,111 St (J),81,Queens,3
12/1/23,111 St (J),81,Queens,1791
11/24/23,111 St (J),81,Queens,707
11/7/23,111 St (J),81,Queens,1798
12/31/23,"116 St (2,3)",440,Manhattan,24
12/30/23,"116 St (2,3)",440,Manhattan,4631
12/29/23,"116 St (2,3)",440,Manhattan,5150
12/28/23,"116 St (2,3)",440,Manhattan,5005
12/27/23,"116 St (2,3)",440,Manhattan,4652
12/26/23,"116 St (2,3)",440,Manhattan,4237
12/25/23,"116 St (2,3)",440,Manhattan,3010
12/23/23,"116 St (2,3)",440,Manhattan,4419
12/22/23,"116 St (2,3)",440,Manhattan,6022
12/21/23,"116 St (2,3)",440,Manhattan,6531
12/20/23,"116 St (2,3)",440,Manhattan,6684
12/19/23,"116 St (2,3)",440,Manhattan,6619
12/18/23,"116 St (2,3)",440,Manhattan,5738
12/17/23,"116 St (2,3)",440,Manhattan,4032
12/16/23,"116 St (2,3)",440,Manhattan,5118
12/15/23,"116 St (2,3)",440,Manhattan,7037
12/14/23,"116 St (2,3)",440,Manhattan,7161
12/13/23,"116 St (2,3)",440,Manhattan,6878
12/12/23,"116 St (2,3)",440,Manhattan,6899
12/11/23,"116 St (2,3)",440,Manhattan,6688
12/10/23,"116 St (2,3)",440,Manhattan,4544
12/9/23,"116 St (2,3)",440,Manhattan,6207
12/8/23,"116 St (2,3)",440,Manhattan,6762
12/6/23,"116 St (2,3)",440,Manhattan,7146
12/5/23,"116 St (2,3)",440,Manhattan,6881
12/4/23,"116 St (2,3)",440,Manhattan,6630
12/3/23,"116 St (2,3)",440,Manhattan,4430
12/2/23,"116 St (2,3)",440,Manhattan,5540
12/1/23,"116 St (2,3)",440,Manhattan,6968
11/24/23,"116 St (2,3)",440,Manhattan,3366
11/7/23,"116 St (2,3)",440,Manhattan,6952
12/31/23,116 St (6),393,Manhattan,30
12/30/23,116 St (6),393,Manhattan,5192
12/29/23,116 St (6),393,Manhattan,6873
12/28/23,116 St (6),393,Manhattan,6391
12/27/23,116 St (6),393,Manhattan,6191
12/26/23,116 St (6),393,Manhattan,5832
12/25/23,116 St (6),393,Manhattan,2686
12/23/23,116 St (6),393,Manhattan,5144
12/22/23,116 St (6),393,Manhattan,7827
12/21/23,116 St (6),393,Manhattan,8448
12/20/23,116 St (6),393,Manhattan,8849
12/19/23,116 St (6),393,Manhattan,8603
12/18/23,116 St (6),393,Manhattan,7698
12/17/23,116 St (6),393,Manhattan,4206
12/16/23,116 St (6),393,Manhattan,6134
12/15/23,116 St (6),393,Manhattan,8953
12/14/23,116 St (6),393,Manhattan,9112
12/13/23,116 St (6),393,Manhattan,9140
12/12/23,116 St (6),393,Manhattan,9166
12/11/23,116 St (6),393,Manhattan,8484
12/10/23,116 St (6),393,Manhattan,4325
12/9/23,116 St (6),393,Manhattan,6476
12/8/23,116 St (6),393,Manhattan,9007
12/6/23,116 St (6),393,Manhattan,9550
12/5/23,116 St (6),393,Manhattan,8820
12/4/23,116 St (6),393,Manhattan,8775
12/3/23,116 St (6),393,Manhattan,4152
12/2/23,116 St (6),393,Manhattan,5900
12/1/23,116 St (6),393,Manhattan,8486
11/24/23,116 St (6),393,Manhattan,4110
11/7/23,116 St (6),393,Manhattan,8932
12/31/23,"116 St (C,B)",154,Manhattan,44
12/30/23,"116 St (C,B)",154,Manhattan,2781
12/29/23,"116 St (C,B)",154,Manhattan,3787
12/28/23,"116 St (C,B)",154,Manhattan,3535
12/27/23,"116 St (C,B)",154,Manhattan,3263
12/26/23,"116 St (C,B)",154,Manhattan,2884
12/25/23,"116 St (C,B)",154,Manhattan,1380
12/23/23,"116 St (C,B)",154,Manhattan,2598
12/22/23,"116 St (C,B)",154,Manhattan,4349
12/21/23,"116 St (C,B)",154,Manhattan,4600
12/20/23,"116 St (C,B)",154,Manhattan,4645
12/19/23,"116 St (C,B)",154,Manhattan,4688
12/18/23,"116 St (C,B)",154,Manhattan,4197
12/17/23,"116 St (C,B)",154,Manhattan,2640
12/16/23,"116 St (C,B)",154,Manhattan,3343
12/15/23,"116 St (C,B)",154,Manhattan,5146
12/14/23,"116 St (C,B)",154,Manhattan,5075
12/13/23,"116 St (C,B)",154,Manhattan,4989
12/12/23,"116 St (C,B)",154,Manhattan,4893
12/11/23,"116 St (C,B)",154,Manhattan,4339
12/10/23,"116 St (C,B)",154,Manhattan,1004
12/9/23,"116 St (C,B)",154,Manhattan,1404
12/8/23,"116 St (C,B)",154,Manhattan,4847
12/6/23,"116 St (C,B)",154,Manhattan,4984
12/5/23,"116 St (C,B)",154,Manhattan,4843
12/4/23,"116 St (C,B)",154,Manhattan,4439
12/3/23,"116 St (C,B)",154,Manhattan,2266
12/2/23,"116 St (C,B)",154,Manhattan,2797
12/1/23,"116 St (C,B)",154,Manhattan,4857
11/24/23,"116 St (C,B)",154,Manhattan,2161
11/7/23,"116 St (C,B)",154,Manhattan,5009
12/31/23,116 St-Columbia University (1),307,Manhattan,33
12/30/23,116 St-Columbia University (1),307,Manhattan,3504
12/29/23,116 St-Columbia University (1),307,Manhattan,4484
12/28/23,116 St-Columbia University (1),307,Manhattan,4282
12/27/23,116 St-Columbia University (1),307,Manhattan,4466
12/26/23,116 St-Columbia University (1),307,Manhattan,3760
12/25/23,116 St-Columbia University (1),307,Manhattan,2391
12/23/23,116 St-Columbia University (1),307,Manhattan,4011
12/22/23,116 St-Columbia University (1),307,Manhattan,7236
12/21/23,116 St-Columbia University (1),307,Manhattan,9351
12/20/23,116 St-Columbia University (1),307,Manhattan,9931
12/19/23,116 St-Columbia University (1),307,Manhattan,10188
12/18/23,116 St-Columbia University (1),307,Manhattan,9054
12/17/23,116 St-Columbia University (1),307,Manhattan,4686
12/16/23,116 St-Columbia University (1),307,Manhattan,6680
12/15/23,116 St-Columbia University (1),307,Manhattan,10661
12/14/23,116 St-Columbia University (1),307,Manhattan,11239
12/13/23,116 St-Columbia University (1),307,Manhattan,11820
12/12/23,116 St-Columbia University (1),307,Manhattan,12023
12/11/23,116 St-Columbia University (1),307,Manhattan,12046
12/10/23,116 St-Columbia University (1),307,Manhattan,5070
12/9/23,116 St-Columbia University (1),307,Manhattan,8065
12/8/23,116 St-Columbia University (1),307,Manhattan,12970
12/6/23,116 St-Columbia University (1),307,Manhattan,13891
12/5/23,116 St-Columbia University (1),307,Manhattan,13729
12/4/23,116 St-Columbia University (1),307,Manhattan,12263
12/3/23,116 St-Columbia University (1),307,Manhattan,6004
12/2/23,116 St-Columbia University (1),307,Manhattan,8467
12/1/23,116 St-Columbia University (1),307,Manhattan,13377
11/24/23,116 St-Columbia University (1),307,Manhattan,3051
11/7/23,116 St-Columbia University (1),307,Manhattan,14053
12/31/23,"121 St (J,Z)",80,Queens,16
12/30/23,"121 St (J,Z)",80,Queens,1032
12/29/23,"121 St (J,Z)",80,Queens,1506
12/28/23,"121 St (J,Z)",80,Queens,1493
12/27/23,"121 St (J,Z)",80,Queens,1390
12/26/23,"121 St (J,Z)",80,Queens,1395
12/25/23,"121 St (J,Z)",80,Queens,540
12/23/23,"121 St (J,Z)",80,Queens,924
12/22/23,"121 St (J,Z)",80,Queens,1698
12/21/23,"121 St (J,Z)",80,Queens,1740
12/20/23,"121 St (J,Z)",80,Queens,1852
12/19/23,"121 St (J,Z)",80,Queens,1891
12/18/23,"121 St (J,Z)",80,Queens,1425
12/17/23,"121 St (J,Z)",80,Queens,6
12/16/23,"121 St (J,Z)",80,Queens,4
12/15/23,"121 St (J,Z)",80,Queens,1767
12/14/23,"121 St (J,Z)",80,Queens,1757
12/13/23,"121 St (J,Z)",80,Queens,1888
12/12/23,"121 St (J,Z)",80,Queens,1881
12/11/23,"121 St (J,Z)",80,Queens,1741
12/9/23,"121 St (J,Z)",80,Queens,13
12/8/23,"121 St (J,Z)",80,Queens,1834
12/6/23,"121 St (J,Z)",80,Queens,1864
12/5/23,"121 St (J,Z)",80,Queens,1981
12/4/23,"121 St (J,Z)",80,Queens,1876
12/3/23,"121 St (J,Z)",80,Queens,10
12/2/23,"121 St (J,Z)",80,Queens,7
12/1/23,"121 St (J,Z)",80,Queens,1930
11/24/23,"121 St (J,Z)",80,Queens,795
11/7/23,"121 St (J,Z)",80,Queens,1829
12/31/23,125 St (1),306,Manhattan,29
12/30/23,125 St (1),306,Manhattan,3326
12/29/23,125 St (1),306,Manhattan,4001
12/28/23,125 St (1),306,Manhattan,3839
12/27/23,125 St (1),306,Manhattan,3746
12/26/23,125 St (1),306,Manhattan,3381
12/25/23,125 St (1),306,Manhattan,1939
12/23/23,125 St (1),306,Manhattan,3180
12/22/23,125 St (1),306,Manhattan,4841
12/21/23,125 St (1),306,Manhattan,5257
12/20/23,125 St (1),306,Manhattan,5434
12/19/23,125 St (1),306,Manhattan,5771
12/18/23,125 St (1),306,Manhattan,4888
12/17/23,125 St (1),306,Manhattan,2747
12/16/23,125 St (1),306,Manhattan,4255
12/15/23,125 St (1),306,Manhattan,6674
12/14/23,125 St (1),306,Manhattan,6911
12/13/23,125 St (1),306,Manhattan,6769
12/12/23,125 St (1),306,Manhattan,6876
12/11/23,125 St (1),306,Manhattan,6272
12/10/23,125 St (1),306,Manhattan,2892
12/9/23,125 St (1),306,Manhattan,4451
12/8/23,125 St (1),306,Manhattan,7020
12/6/23,125 St (1),306,Manhattan,7581
12/5/23,125 St (1),306,Manhattan,7443
12/4/23,125 St (1),306,Manhattan,6977
12/3/23,125 St (1),306,Manhattan,3554
12/2/23,125 St (1),306,Manhattan,5385
12/1/23,125 St (1),306,Manhattan,6691
11/24/23,125 St (1),306,Manhattan,2472
11/7/23,125 St (1),306,Manhattan,7606
12/31/23,"125 St (2,3)",439,Manhattan,71
12/30/23,"125 St (2,3)",439,Manhattan,6053
12/29/23,"125 St (2,3)",439,Manhattan,7699
12/28/23,"125 St (2,3)",439,Manhattan,7019
12/27/23,"125 St (2,3)",439,Manhattan,6680
12/26/23,"125 St (2,3)",439,Manhattan,6130
12/25/23,"125 St (2,3)",439,Manhattan,2986
12/23/23,"125 St (2,3)",439,Manhattan,5696
12/22/23,"125 St (2,3)",439,Manhattan,7730
12/21/23,"125 St (2,3)",439,Manhattan,8428
12/20/23,"125 St (2,3)",439,Manhattan,8932
12/19/23,"125 St (2,3)",439,Manhattan,8696
12/18/23,"125 St (2,3)",439,Manhattan,7578
12/17/23,"125 St (2,3)",439,Manhattan,5526
12/16/23,"125 St (2,3)",439,Manhattan,6828
12/15/23,"125 St (2,3)",439,Manhattan,8999
12/14/23,"125 St (2,3)",439,Manhattan,9459
12/13/23,"125 St (2,3)",439,Manhattan,9207
12/12/23,"125 St (2,3)",439,Manhattan,8745
12/11/23,"125 St (2,3)",439,Manhattan,8048
12/10/23,"125 St (2,3)",439,Manhattan,5236
12/9/23,"125 St (2,3)",439,Manhattan,7190
12/8/23,"125 St (2,3)",439,Manhattan,9228
12/6/23,"125 St (2,3)",439,Manhattan,9187
12/5/23,"125 St (2,3)",439,Manhattan,8914
12/4/23,"125 St (2,3)",439,Manhattan,8977
12/3/23,"125 St (2,3)",439,Manhattan,5572
12/2/23,"125 St (2,3)",439,Manhattan,7054
12/1/23,"125 St (2,3)",439,Manhattan,9186
11/24/23,"125 St (2,3)",439,Manhattan,4682
11/7/23,"125 St (2,3)",439,Manhattan,8898
12/31/23,"125 St (4,5,6)",392,Manhattan,117
12/30/23,"125 St (4,5,6)",392,Manhattan,8564
12/29/23,"125 St (4,5,6)",392,Manhattan,11867
12/28/23,"125 St (4,5,6)",392,Manhattan,12129
12/27/23,"125 St (4,5,6)",392,Manhattan,11810
12/26/23,"125 St (4,5,6)",392,Manhattan,11020
12/25/23,"125 St (4,5,6)",392,Manhattan,5305
12/23/23,"125 St (4,5,6)",392,Manhattan,8147
12/22/23,"125 St (4,5,6)",392,Manhattan,13263
12/21/23,"125 St (4,5,6)",392,Manhattan,14867
12/20/23,"125 St (4,5,6)",392,Manhattan,15868
12/19/23,"125 St (4,5,6)",392,Manhattan,15951
12/18/23,"125 St (4,5,6)",392,Manhattan,14484
12/17/23,"125 St (4,5,6)",392,Manhattan,7482
12/16/23,"125 St (4,5,6)",392,Manhattan,9929
12/15/23,"125 St (4,5,6)",392,Manhattan,16262
